actor_name,actor_dob,actor_gender,actor_ethnicity_label,actor_height,actor_age_at_release,freebase_movie_id,character_name
Sofía Vergara,1972-07-10 00:00:00,F,Colombians,1.7,32.0,/m/05n6sq,Amelia
Shannon Elizabeth,1973-09-07 00:00:00,F,Syrian Americans,1.74,38.0,/m/0gtsx8c,Nadia
Alyson Hannigan,1974-03-24 00:00:00,F,Irish Americans,1.65,38.0,/m/0gtsx8c,Michelle Flaherty-Levenstein
Jason Biggs,1978-05-12 00:00:00,M,Italian Americans,1.765,33.0,/m/0gtsx8c,Jim
Mena Suvari,1979-02-13 00:00:00,F,Greek Americans,1.613,33.0,/m/0gtsx8c,Heather
John Cho,1972-06-16 00:00:00,M,Korean Americans,1.78,39.0,/m/0gtsx8c,'MILF' Guy #2
Chris Klein,1979-03-14 00:00:00,M,White Americans,1.85,33.0,/m/0gtsx8c,Chris Ostreicher
Neil Patrick Harris,1973-06-15 00:00:00,M,White people,1.85,38.0,/m/0gtsx8c,Celebrity Dance-Off Host
Keke Palmer,1993-08-26 00:00:00,F,African Americans,1.62,12.0,/m/0b7bvq,Akeelah
Laurence Fishburne,1961-07-30 00:00:00,M,African Americans,1.84,44.0,/m/0b7bvq,Dr. Larabee
Angela Bassett,1958-08-16 00:00:00,F,African Americans,1.63,47.0,/m/0b7bvq,Tanya Anderson
Lee Thompson Young,1984-02-01 00:00:00,M,African Americans,1.72,22.0,/m/0b7bvq,Devon
Tzi Ma,1962-06-10 00:00:00,M,Chinese Americans,1.645,43.0,/m/0b7bvq,Mr. Chiu
Christina Applegate,1971-11-25 00:00:00,F,White Americans,1.65,30.0,/m/01mqjj,Courtney Rockcliffe
Selma Blair,1972-06-23 00:00:00,F,Jewish people,1.6,29.0,/m/01mqjj,Jane Burns
Cameron Diaz,1972-08-30 00:00:00,F,Spanish Americans,1.75,29.0,/m/01mqjj,Christina Walters
Thomas Jane,1969-02-22 00:00:00,M,European Americans,1.8,33.0,/m/01mqjj,Peter Donahue
Jennifer Jason Leigh,1962-02-05 00:00:00,F,Russian Americans,1.6,35.0,/m/0ctnhv,Caroline Cook
Michelle Pfeiffer,1958-04-29 00:00:00,F,Swedish Americans,1.71,39.0,/m/0ctnhv,Rose Cook Lewis
Jessica Lange,1949-04-20 00:00:00,F,White Americans,1.71,48.0,/m/0ctnhv,Ginny Cook Smith
Colin Firth,1960-09-10 00:00:00,M,British,1.87,37.0,/m/0ctnhv,Jess Clark
Elisabeth Moss,1982-07-24 00:00:00,F,White Americans,1.6,15.0,/m/0ctnhv,Linda
Bridget Fonda,1964-01-27 00:00:00,F,White Americans,1.68,26.0,/m/07tjtl,Mary Wollstonecraft Godwin
John Hurt,1940-01-22 00:00:00,M,English people,1.75,50.0,/m/07tjtl,Dr. Joe Buchanan
Nick Brimble,1944-07-22 00:00:00,M,English people,1.93,46.0,/m/07tjtl,The Monster
Jason Patric,1966-06-17 00:00:00,M,Irish Americans,1.78,24.0,/m/07tjtl,"George Byron, 6th Baron Byron"
Jim Carrey,1962-01-17 00:00:00,M,Canadian Americans,1.867,32.0,/m/01xlh5,Ace Ventura
Udo Kier,1944-10-14 00:00:00,M,Germans,1.8,49.0,/m/01xlh5,Ron Camp
Danny DeVito,1944-11-17 00:00:00,M,Italian Americans,1.52,56.0,/m/04vjvr,Mickey Bergman
Gene Hackman,1930-01-30 00:00:00,M,White Americans,1.88,71.0,/m/04vjvr,Joe Moore
Patti LuPone,1949-04-21 00:00:00,F,Italians,1.57,52.0,/m/04vjvr,Betty Croft
Jack Nicholson,1937-04-22 00:00:00,M,Italian Americans,1.77,43.0,/m/0dlh47,Frank Chambers
Jessica Lange,1949-04-20 00:00:00,F,White Americans,1.71,31.0,/m/0dlh47,Cora Papadakis
Michael Lerner,1941-06-22 00:00:00,M,Jewish people,1.7,39.0,/m/0dlh47,Mr. Katz
Anjelica Huston,1951-07-08 00:00:00,F,European Americans,1.78,29.0,/m/0dlh47,Madge
Sam Elliott,1944-08-09 00:00:00,M,Scottish Americans,1.88,43.0,/m/0h5mnt,Mike Marshak
Cheech Marin,1946-07-13 00:00:00,M,Hispanic and Latino Americans,1.68,41.0,/m/0h5mnt,Bartender
Mel Gibson,1956-01-03 00:00:00,M,Australian Americans,1.77,36.0,/m/033g3n,Martin Riggs
Danny Glover,1946-07-22 00:00:00,M,African Americans,1.92,45.0,/m/033g3n,Roger Murtaugh
Joe Pesci,1943-02-09 00:00:00,M,Italian Americans,1.6256,49.0,/m/033g3n,Leo Getz
Rene Russo,1954-02-17 00:00:00,F,Italian Americans,1.73,38.0,/m/033g3n,Lorna Cole
Dick Van Dyke,1925-12-13 00:00:00,M,Dutch Americans,1.85,41.0,/m/047fxr7,Richard Harmon
Debbie Reynolds,1932-04-01 00:00:00,F,White Americans,1.57,35.0,/m/047fxr7,Barbara Harmon
Winona Ryder,1971-10-29 00:00:00,F,Jewish people,1.61,24.0,/m/0djqxp,Patty Vare
John C. Reilly,1965-05-24 00:00:00,M,Lithuanian Americans,1.87,30.0,/m/0djqxp,Officer Kellogg Curry
Catherine Keener,1959-03-23 00:00:00,F,Irish people,1.73,37.0,/m/0djqxp,Jilly
David Arquette,1971-09-08 00:00:00,M,Jewish people,1.8,32.0,/m/05gf19,Paul
Michael Ealy,1973-08-03 00:00:00,M,African Americans,1.77,30.0,/m/05gf19,Michael
Antwon Tanner,1975-04-14 00:00:00,M,African Americans,1.68,28.0,/m/05gf19,Blue
Elizabeth Hurley,1965-06-10 00:00:00,F,English people,1.73,31.0,/m/02qgrl6,Karen
Ving Rhames,1959-05-12 00:00:00,M,African Americans,1.83,37.0,/m/02qgrl6,Muki
Lindsay Lohan,1986-07-02 00:00:00,F,White people,1.65,20.0,/m/08r52w,Jude
Judah Friedlander,1969-03-16 00:00:00,M,Croatian Americans,1.75,37.0,/m/08r52w,Paul
John Goodman,1952-06-20 00:00:00,M,White Americans,1.88,41.0,/m/0czb9v,Rex
Jay Leno,1950-04-28 00:00:00,M,Italian Americans,1.803,43.0,/m/0czb9v,Vorb
Julia Child,1912-08-15 00:00:00,F,White Americans,1.88,81.0,/m/0czb9v,Dr. Bleeb
Wesley Snipes,1962-07-31 00:00:00,M,African Americans,1.753,34.0,/m/07zcw5,Detective Regis
Daniel Benzali,1950-01-20 00:00:00,M,Jewish people,1.778,47.0,/m/07zcw5,Spikings
Alan Alda,1936-01-28 00:00:00,M,Irish Americans,1.88,61.0,/m/07zcw5,Jordan
Dennis Miller,1953-11-03 00:00:00,M,Scottish people,1.75,43.0,/m/07zcw5,Detective Stengel
Tate Donovan,1963-09-25 00:00:00,M,Irish Americans,1.83,33.0,/m/07zcw5,Kyle Neil
Sean Penn,1960-08-17 00:00:00,M,Jewish people,1.77,23.0,/m/09db0b,Henry 'Hopper' Nash
Nicolas Cage,1964-01-07 00:00:00,M,German Americans,1.83,20.0,/m/09db0b,Nicky and Bud
Alfred Molina,1953-05-24 00:00:00,M,English people,1.89,37.0,/m/05yllc,Moody Mahmoody
Kal Penn,1977-04-23 00:00:00,M,Gujarati people,1.78,29.0,/m/08g_jw,Gogol
Kal Penn,1977-04-23 00:00:00,M,Gujarati people,1.78,29.0,/m/08g_jw,Nikhil
Tabu,1971-11-04 00:00:00,F,Indians,1.72,34.0,/m/08g_jw,Ashima
Irrfan Khan,1962-11-30 00:00:00,M,Pathani,1.83,43.0,/m/08g_jw,Ashoke
Jacinda Barrett,1972-08-02 00:00:00,F,Australian Americans,1.778,34.0,/m/08g_jw,Maxine
Colin Firth,1960-09-10 00:00:00,M,British,1.87,41.0,/m/0fw8x1,John 'Jack' Worthing
Rupert Everett,1959-05-29 00:00:00,M,English people,1.93,42.0,/m/0fw8x1,Algernon 'Algy' Moncrieff
Reese Witherspoon,1976-03-22 00:00:00,F,Scottish Americans,1.56,26.0,/m/0fw8x1,Cecily Cardew
Tom Wilkinson,1948-02-05 00:00:00,M,English people,1.85,54.0,/m/0fw8x1,Dr. Frederick Chasuble
Kiera Chaplin,1982-07-01 00:00:00,F,Irish people,1.73,19.0,/m/0fw8x1,Girl in Gambling Club
Jack Nicholson,1937-04-22 00:00:00,M,Italian Americans,1.77,63.0,/m/04w6zk,Jerry Black
Benicio del Toro,1967-02-19 00:00:00,M,Puerto Ricans,1.85,33.0,/m/04w6zk,Toby Jay Wadenah
Helen Mirren,1945-07-26 00:00:00,F,English people,1.63,55.0,/m/04w6zk,Doctor
Michael O'Keefe,1955-04-24 00:00:00,M,Irish Americans,1.85,45.0,/m/04w6zk,Duane Larsen
Robin Wright,1966-04-08 00:00:00,F,White Americans,1.68,34.0,/m/04w6zk,Lori
Vanessa Redgrave,1937-01-30 00:00:00,F,White British,1.8,63.0,/m/04w6zk,Annalise Hansen
Mickey Rourke,1952-09-16 00:00:00,M,Irish Americans,1.8,48.0,/m/04w6zk,Jim Olstad
Nicole Kidman,1967-06-20 00:00:00,F,Irish people,1.791,41.0,/m/026qnh6,Lady Sarah Ashley
Hugh Jackman,1968-10-12 00:00:00,M,Australians,1.89,40.0,/m/026qnh6,Drover
Matthew Broderick,1962-03-21 00:00:00,M,Jewish people,1.73,37.0,/m/032_wv,Jim McAllister
Reese Witherspoon,1976-03-22 00:00:00,F,Scottish Americans,1.56,23.0,/m/032_wv,Tracy Flick
Chris Klein,1979-03-14 00:00:00,M,White Americans,1.85,20.0,/m/032_wv,Paul Metzler
Jessica Campbell,1982-10-30 00:00:00,F,White Americans,1.67,16.0,/m/032_wv,Tammy Metzler
Mary Elizabeth Mastrantonio,1958-11-17 00:00:00,F,Italian Americans,1.651,30.0,/m/0ccsq,Lindsey Brigman
Robert Redford,1936-08-18 00:00:00,M,English people,1.75,30.0,/m/026s_ky,Paul Bratter
Jane Fonda,1937-12-21 00:00:00,F,Germans,1.73,29.0,/m/026s_ky,Corie Bratter
Lou Diamond Phillips,1962-02-17 00:00:00,M,Filipino Americans,1.85,27.0,/m/026vskz,Hank Storm
Kiefer Sutherland,1966-12-21 00:00:00,M,Scottish Canadians,1.75,22.0,/m/026vskz,Buster McHenry
Jami Gertz,1965-10-28 00:00:00,F,Jewish people,1.651,23.0,/m/026vskz,Barbara
Larenz Tate,1975-09-08 00:00:00,M,African Americans,1.7,22.0,/m/0kvbl6,Ford Lincoln Mercury
James Russo,1953-04-23 00:00:00,M,Italian Americans,1.78,44.0,/m/0kvbl6,Idaho
Kevin Costner,1955-01-18 00:00:00,M,English Americans,1.85,42.0,/m/0kvbl6,The Postman
Giovanni Ribisi,1974-12-17 00:00:00,M,Italians,1.7145,23.0,/m/0kvbl6,Bandit 20
Peggy Lipton,1946-08-30 00:00:00,F,Irish Americans,1.72,51.0,/m/0kvbl6,Ellen March
Shawn Hatosy,1975-12-29 00:00:00,M,Hungarian Americans,1.753,21.0,/m/0kvbl6,Billy
Terry Crews,1968-07-30 00:00:00,M,African Americans,1.89,40.0,/m/057xrx9,James
Luke Wilson,1971-09-21 00:00:00,M,Irish Americans,1.83,37.0,/m/057xrx9,Jack Harris
Giovanni Ribisi,1974-12-17 00:00:00,M,Italians,1.7145,34.0,/m/057xrx9,Wayne Beering
James Caan,1940-03-26 00:00:00,M,Jewish people,1.76,69.0,/m/057xrx9,Jerry Haggerty
Jacinda Barrett,1972-08-02 00:00:00,F,Australian Americans,1.778,36.0,/m/057xrx9,Diana Harris
Rade Serbedzija,1946-07-27 00:00:00,M,Serbs of Croatia,1.91,62.0,/m/057xrx9,Nikita Sokoloff
Sissy Spacek,1949-12-25 00:00:00,F,Czech Americans,1.57,26.0,/m/0ct5zc,Carrie White
Piper Laurie,1932-01-22 00:00:00,F,Jewish people,1.64,44.0,/m/0ct5zc,Margaret White
Amy Irving,1953-09-10 00:00:00,F,Jewish people,1.63,23.0,/m/0ct5zc,Sue Snell
John Travolta,1954-02-18 00:00:00,M,Italian Americans,1.83,22.0,/m/0ct5zc,Billy Nolan
Tom Hardy,1977-09-15 00:00:00,M,English people,1.78,34.0,/m/0dll_t2,Tuck Henson
Chris Pine,1980-08-26 00:00:00,M,Jewish people,1.85,31.0,/m/0dll_t2,FDR Foster
Reese Witherspoon,1976-03-22 00:00:00,F,Scottish Americans,1.56,35.0,/m/0dll_t2,Lauren Scott
Til Schweiger,1963-12-19 00:00:00,M,Germans,1.778,48.0,/m/0dll_t2,FBI Agent
Warren Christie,1975-11-04 00:00:00,M,Irish people,1.87,36.0,/m/0dll_t2,Steve
Chelsea Handler,1975-02-25 00:00:00,F,Jewish people,1.6764,36.0,/m/0dll_t2,Trish
Frank Langella,1938-01-01 00:00:00,M,Italian Americans,1.93,70.0,/m/02vqsll,Richard Nixon
Michael Sheen,1969-02-05 00:00:00,M,Welsh people,1.75,39.0,/m/02vqsll,David Frost
Matthew Macfadyen,1974-10-17 00:00:00,M,English people,1.88,33.0,/m/02vqsll,John Birt
Oliver Platt,1960-01-12 00:00:00,M,Canadian Americans,1.92,48.0,/m/02vqsll,Bob Zelnick
Rebecca Hall,1982-05-19 00:00:00,F,English people,1.75,26.0,/m/02vqsll,Caroline Cushing
Toby Jones,1966-09-07 00:00:00,M,British,1.65,42.0,/m/02vqsll,Irving Paul Lazar
Clint Howard,1959-04-20 00:00:00,M,Scottish people,1.689,49.0,/m/02vqsll,Lloyd Davis
Dan Aykroyd,1952-07-01 00:00:00,M,Canadian Americans,1.85,41.0,/m/034v83,Harry Sultenfuss
Ben Stein,1944-11-25 00:00:00,M,Jewish people,1.8,49.0,/m/034v83,Stanley Rosenfeld
Andy Milonakis,1976-01-30 00:00:00,M,Greek Americans,1.664,29.0,/m/077n53,Nick
Vanessa Lengies,1985-07-21 00:00:00,F,Germans,1.6,20.0,/m/077n53,Natasha
Anna Faris,1976-11-29 00:00:00,F,Scottish Americans,1.65,28.0,/m/077n53,Serena
Alanna Ubach,1975-10-03 00:00:00,F,Mexican Americans,1.57,30.0,/m/077n53,Naomi
Emmanuelle Chriqui,1977-12-10 00:00:00,F,History of the Jews in Morocco,1.6,27.0,/m/077n53,Tyla
Emmanuelle Chriqui,1977-12-10 00:00:00,F,Moroccan Jews,1.6,27.0,/m/077n53,Tyla
Justin Long,1978-06-02 00:00:00,M,White Americans,1.74,27.0,/m/077n53,Dean
Dane Cook,1972-03-18 00:00:00,M,White Americans,1.83,33.0,/m/077n53,Floyd
Luis Guzmán,1956-08-28 00:00:00,M,Stateside Puerto Ricans,1.71,49.0,/m/077n53,Raddimus
Amanda Seyfried,1985-12-03 00:00:00,F,German Americans,1.61,23.0,/m/03crpy6,Paige Oppenheimer
Stellan Skarsgård,1951-06-13 00:00:00,M,Swedes,1.905,58.0,/m/03crpy6,Bob Maccelstone
Alan Cumming,1965-01-27 00:00:00,M,Scottish people,1.78,44.0,/m/03crpy6,Dewey
Heather Graham,1970-01-29 00:00:00,F,White Americans,1.73,39.0,/m/03crpy6,Beth Freemantle
Charlotte Rampling,1946-02-05 00:00:00,F,English people,1.7,63.0,/m/03crpy6,Emille
Joanna Lumley,1946-05-01 00:00:00,F,White British,1.73,63.0,/m/03crpy6,Mrs. Alfreda Rhinegold
Leonard Nimoy,1931-03-26 00:00:00,M,Jewish people,1.85,55.0,/m/0m5s5,Spock
George Takei,1937-04-20 00:00:00,M,Japanese Americans,1.73,49.0,/m/0m5s5,Hikaru Sulu
William Shatner,1931-03-22 00:00:00,M,Polish Canadians,1.77,55.0,/m/0m5s5,James T. Kirk
Nichelle Nichols,1932-12-28 00:00:00,F,African Americans,1.65,53.0,/m/0m5s5,Uhura
Brock Peters,1927-07-02 00:00:00,M,African Americans,1.87,59.0,/m/0m5s5,Fleet Admiral Cartwright
Mark Lenard,1924-10-15 00:00:00,M,Jewish people,1.82,62.0,/m/0m5s5,Sarek
Walter Koenig,1936-09-14 00:00:00,M,Jewish people,1.68,50.0,/m/0m5s5,Pavel Chekov
Kathleen Turner,1954-06-19 00:00:00,F,White Americans,1.727,32.0,/m/01kp5s,Peggy Sue Bodell
Nicolas Cage,1964-01-07 00:00:00,M,German Americans,1.83,22.0,/m/01kp5s,Charlie Bodell
Jim Carrey,1962-01-17 00:00:00,M,Canadian Americans,1.867,24.0,/m/01kp5s,Walter Getz
Sofia Coppola,1971-05-14 00:00:00,F,Italian Americans,1.638,15.0,/m/01kp5s,Nancy Kelcher
Helen Hunt,1963-06-15 00:00:00,F,Jewish people,1.73,23.0,/m/01kp5s,Beth Bodell
Dennis Farina,1944-02-29 00:00:00,M,Italian Americans,1.87,51.0,/m/0277j40,Ray 'Bones' Barboni
Gene Hackman,1930-01-30 00:00:00,M,White Americans,1.88,65.0,/m/0277j40,Harry Zimm
John Travolta,1954-02-18 00:00:00,M,Italian Americans,1.83,41.0,/m/0277j40,Chili Palmer
Rene Russo,1954-02-17 00:00:00,F,Italian Americans,1.73,41.0,/m/0277j40,Karen Flores
James Gandolfini,1961-09-18 00:00:00,M,Italian Americans,1.848,34.0,/m/0277j40,Bear
Danny DeVito,1944-11-17 00:00:00,M,Italian Americans,1.52,50.0,/m/0277j40,Martin Weir
Jacob Vargas,1971-08-18 00:00:00,M,Mexicans,1.71,24.0,/m/0277j40,Yayo Portillo
David Paymer,1954-08-30 00:00:00,M,Jewish people,1.7,41.0,/m/0277j40,Leo Devoe
Gary Busey,1944-06-29 00:00:00,M,White people,1.82,32.0,/m/09d3b7,Bobbie Ritchie
Barbra Streisand,1942-04-24 00:00:00,F,American Jews,1.65,34.0,/m/09d3b7,Esther Hoffman Howard
Carrie Fisher,1956-10-21 00:00:00,F,Jewish people,1.55,30.0,/m/05qr83,Mary Brown
Arsenio Hall,1956-02-12 00:00:00,M,African Americans,1.803,31.0,/m/05qr83,Apartment Victim
Rosanna Arquette,1959-08-10 00:00:00,F,American Jews,1.64,28.0,/m/05qr83,Karen
Michelle Pfeiffer,1958-04-29 00:00:00,F,Swedish Americans,1.71,29.0,/m/05qr83,Brenda Landers
Shahid Kapoor,1981-02-25 00:00:00,M,Indians,1.7,24.0,/m/0d813s,"Aditya ""Adi Chachu"""
Sanjay Dutt,1959-07-29 00:00:00,M,Indians,1.83,46.0,/m/0d813s,Yamaraj M.A.
Amrita Rao,1981-06-07 00:00:00,F,Chitrapur Saraswat Brahmin,1.65,24.0,/m/0d813s,Priya
Arshad Warsi,1968-04-19 00:00:00,M,Indians,1.65,37.0,/m/0d813s,Fakira B.P.C.M.
Sharat Saxena,1950-08-17 00:00:00,M,Indians,1.77,55.0,/m/0d813s,Hirachand
Chris Penn,1965-10-10 00:00:00,M,Jewish people,1.78,18.0,/m/079g3z,Brian
Tom Cruise,1962-07-03 00:00:00,M,White people,1.7,21.0,/m/079g3z,"Stefen ""Stef"" Djordjevic"
Richard Belzer,1944-08-04 00:00:00,M,Jewish people,1.85,37.0,/m/0bb91x,Seth Shapiro
Al Pacino,1940-04-25 00:00:00,M,Italian Americans,1.7,42.0,/m/0bb91x,Ivan Travalian
Dyan Cannon,1937-01-04 00:00:00,F,Jewish people,1.651,45.0,/m/0bb91x,Alice Detroit
James Stewart,1908-05-20 00:00:00,M,Scottish Americans,1.91,54.0,/m/06xqbv,Roger Hobbs
Maureen O'Hara,1920-08-17 00:00:00,F,Irish people,1.73,41.0,/m/06xqbv,Peggy Hobbs
Tom Hanks,1956-07-09 00:00:00,M,Portuguese Americans,1.83,33.0,/m/017yj_,Joe
Kathleen Turner,1954-06-19 00:00:00,F,White Americans,1.727,35.0,/m/08669,Barbara Rose
Michael Douglas,1944-09-25 00:00:00,M,Scotch-Irish Americans,1.78,45.0,/m/08669,Oliver Rose
Danny DeVito,1944-11-17 00:00:00,M,Italian Americans,1.52,45.0,/m/08669,Gavin D'Amato
Kate Beckinsale,1973-07-26 00:00:00,F,English people,1.7,26.0,/m/0fbjkn,Maggie Verver
James Fox,1939-05-19 00:00:00,M,English people,1.85,60.0,/m/0fbjkn,Colonel Bob Assingham
Anjelica Huston,1951-07-08 00:00:00,F,European Americans,1.78,48.0,/m/0fbjkn,Fanny Assingham
Nick Nolte,1941-02-08 00:00:00,M,Irish people,1.85,59.0,/m/0fbjkn,Adam Verver
Jeremy Northam,1961-12-01 00:00:00,M,English people,1.88,38.0,/m/0fbjkn,Prince Amerigo
Uma Thurman,1970-04-29 00:00:00,F,Swedish Americans,1.81,30.0,/m/0fbjkn,Charlotte Stant
Rick Moranis,1953-04-18 00:00:00,M,Jewish people,1.5494,36.0,/m/04000h,Wayne Szalinski
Michael Sheen,1969-02-05 00:00:00,M,Welsh people,1.75,36.0,/m/01_0f7,Priest
David Thewlis,1963-03-20 00:00:00,M,English people,1.89,42.0,/m/01_0f7,Hospitaler
Liam Neeson,1952-06-07 00:00:00,M,Irish people,1.93,52.0,/m/01_0f7,Godfrey de Ibelin
Philip Glenister,1963-02-10 00:00:00,M,English people,1.829,42.0,/m/01_0f7,Squire
Orlando Bloom,1977-01-13 00:00:00,M,English people,1.791,28.0,/m/01_0f7,Balian de Ibelin
Kevin McKidd,1973-08-09 00:00:00,M,Scottish people,1.83,31.0,/m/01_0f7,English Sergeant
Nikolaj Coster Waldau,1970-07-27 00:00:00,M,Danes,1.87,34.0,/m/01_0f7,Village Sheriff
Marton Csokas,1966-06-30 00:00:00,M,Kiwi,1.873,38.0,/m/01_0f7,Guy de Lusignan
Eva Green,1980-07-05 00:00:00,F,French,1.68,24.0,/m/01_0f7,Sibylla
Brendan Gleeson,1955-03-29 00:00:00,M,Irish people,1.85,50.0,/m/01_0f7,Reynald de Chatillon
Jeremy Irons,1948-09-19 00:00:00,M,English people,1.85,56.0,/m/01_0f7,Tiberias
Iain Glen,1961-06-24 00:00:00,M,Scottish people,1.854,43.0,/m/01_0f7,Richard Coeur de Lion
Richard Dreyfuss,1947-10-29 00:00:00,M,Jewish people,1.65,48.0,/m/016z98,Glenn Holland
Jean Louisa Kelly,1972-03-09 00:00:00,F,Irish Americans,1.63,23.0,/m/016z98,Rowena Morgan
Terrence Howard,1969-03-11 00:00:00,M,African Americans,1.84,26.0,/m/016z98,Louis Russ
Gabrielle Union,1972-10-29 00:00:00,F,African Americans,1.695,31.0,/m/03lq1y,Nicky Callas
Morris Chestnut,1969-01-01 00:00:00,M,African Americans,1.83,35.0,/m/03lq1y,Evan Fields
Jennifer Esposito,1973-04-11 00:00:00,F,Italian Americans,1.68,31.0,/m/03lq1y,Rita Monroe
Bianca Lawson,1979-03-20 00:00:00,F,African Americans,1.62,25.0,/m/03lq1y,Helen Sharp
Julie Andrews,1935-10-01 00:00:00,F,English people,1.73,31.0,/m/05f06q,Jerusha Bromley
Richard Harris,1930-10-01 00:00:00,M,Irish people,1.85,36.0,/m/05f06q,Capt. Rafer Hoxworth
Carroll O'Connor,1924-08-02 00:00:00,M,Irish Americans,1.8,42.0,/m/05f06q,Charles Bromley
Bob Hoskins,1942-10-26 00:00:00,M,Romanichal,1.68,41.0,/m/064lgjs,Inspector John Becker
Tom Selleck,1945-01-29 00:00:00,M,Americans,1.93,39.0,/m/064lgjs,Nick Lassiter
Liev Schreiber,1967-10-04 00:00:00,M,Jewish people,1.91,32.0,/m/02v63m,Cotton Weary
Patrick Dempsey,1966-01-13 00:00:00,M,Irish Americans,1.79,34.0,/m/02v63m,Det. Mark Kincaid
Lance Henriksen,1940-05-05 00:00:00,M,Scandinavian Americans,1.78,59.0,/m/02v63m,John Milton
Josh Pais,1958-06-21 00:00:00,M,Jewish people,1.7,41.0,/m/02v63m,Wallace
Jenny McCarthy,1972-11-01 00:00:00,F,Irish Americans,1.7,27.0,/m/02v63m,Sarah Darling
David Arquette,1971-09-08 00:00:00,M,Jewish people,1.8,28.0,/m/02v63m,Dwight 'Dewey' Riley
Jason Mewes,1974-06-12 00:00:00,M,Polish Americans,1.83,25.0,/m/02v63m,Jay
Heather Matarazzo,1982-11-10 00:00:00,F,Irish Americans,1.63,17.0,/m/02v63m,Martha Meeks
Jamie Kennedy,1970-05-25 00:00:00,M,Irish Americans,1.84,29.0,/m/02v63m,Randy Meeks
Carrie Fisher,1956-10-21 00:00:00,F,Jewish people,1.55,43.0,/m/02v63m,Bianca
Lance Henriksen,1940-05-05 00:00:00,M,Scandinavian Americans,1.78,59.0,/m/02v63m,John Milton
Sharmila Tagore,1946-12-08 00:00:00,F,Indians,1.57,44.0,/m/07c6d_,Kinnu
Denzel Washington,1954-12-28 00:00:00,M,African Americans,1.84,36.0,/m/07c6d_,Demetrius Williams
Freddie Highmore,1992-02-14 00:00:00,M,English people,1.78,19.0,/m/0glg3qc,George Zinavoy
Blair Underwood,1964-08-25 00:00:00,M,African Americans,1.8,46.0,/m/0glg3qc,Principal Bill Martinson
Rita Wilson,1956-10-26 00:00:00,F,Greek Americans,1.72,54.0,/m/0glg3qc,Vivian Sargent
Alicia Silverstone,1976-10-04 00:00:00,F,Jewish people,1.65,34.0,/m/0glg3qc,Ms. Herman
Jodie Foster,1962-11-19 00:00:00,F,English Americans,1.6,31.0,/m/021jdm,Annabelle Bransford
Mel Gibson,1956-01-03 00:00:00,M,Australian Americans,1.77,38.0,/m/021jdm,Bret Maverick
James Garner,1928-04-07 00:00:00,M,White Americans,1.87,66.0,/m/021jdm,Marshal Zane Cooper
Alfred Molina,1953-05-24 00:00:00,M,English people,1.89,40.0,/m/021jdm,Angel
Dan Hedaya,1940-07-24 00:00:00,M,Jewish people,1.75,53.0,/m/021jdm,"Twitchy, Riverboat Poker Player"
Jennifer Lopez,1969-07-24 00:00:00,F,Stateside Puerto Ricans,1.7,31.0,/m/06bvb7,Sharon Pogue
James Caviezel,1968-09-26 00:00:00,M,Slovak Americans,1.88,32.0,/m/06bvb7,Steven 'Catch' Lambert
Terrence Howard,1969-03-11 00:00:00,M,African Americans,1.84,32.0,/m/06bvb7,Robby
Paul Rudd,1969-04-06 00:00:00,M,Jewish people,1.78,33.0,/m/0mvtk,Adam Sorenson
Rachel Weisz,1970-03-07 00:00:00,F,Ashkenazi Jews,1.7,32.0,/m/0mvtk,Evelyn Ann Thompson
Reese Witherspoon,1976-03-22 00:00:00,F,Scottish Americans,1.56,31.0,/m/0kv5nj,Isabella El-Ibrahimi
Jake Gyllenhaal,1980-12-19 00:00:00,M,Swedish Americans,1.83,26.0,/m/0kv5nj,Douglas Freeman
Peter Sarsgaard,1971-03-07 00:00:00,M,Danish Americans,1.83,36.0,/m/0kv5nj,Alan Smith
Alan Arkin,1934-03-26 00:00:00,M,Jewish people,1.75,73.0,/m/0kv5nj,Senator Hawkins
Jeremy Piven,1965-07-26 00:00:00,M,American Jews,1.78,40.0,/m/0dsgfd,Adam Fiedler
Jami Gertz,1965-10-28 00:00:00,F,Jewish people,1.651,40.0,/m/0dsgfd,Joanne Fiedler
Adam Goldberg,1970-10-25 00:00:00,M,Jewish people,1.8,35.0,/m/0dsgfd,Road Rage Driver
Angelina Jolie,1975-06-04 00:00:00,F,Slovak Americans,1.73,7.0,/m/0by4yw,Tosh
Ann-Margret,1941-04-28 00:00:00,F,Swedish Americans,1.65,41.0,/m/0by4yw,Patti Warner
Jon Voight,1938-12-29 00:00:00,M,Slovak Americans,1.892,43.0,/m/0by4yw,Alex Kovac
Ally Sheedy,1962-06-13 00:00:00,F,American Jews,1.65,31.0,/m/0dbzqh,Lori Tanner
Lance Henriksen,1940-05-05 00:00:00,M,Scandinavian Americans,1.78,53.0,/m/0dbzqh,Dr. Jarret
Harvey Keitel,1939-05-13 00:00:00,M,Polish Americans,1.71,56.0,/m/029k4p,Jacob Fuller
George Clooney,1961-05-06 00:00:00,M,Irish Americans,1.8,34.0,/m/029k4p,Seth Gecko
Quentin Tarantino,1963-03-27 00:00:00,M,Cherokee,1.854,32.0,/m/029k4p,Richard Gecko
Cheech Marin,1946-07-13 00:00:00,M,Hispanic and Latino Americans,1.68,49.0,/m/029k4p,Border Guard
