wikipedia_movie_id,freebase_movie_id,movie_name,movie_release_date,box_office_revenue,runtime,languages,countries,genres,imdb_id,averageRating,numVotes,lead_actor_1,lead_actor_2,release_year,adjusted_box_office
103021,/m/0p_sc,midnight express,1978-08-31,35000000.0,121.0,"['French', 'English']","['United States of America', 'United Kingdom']","['Thriller', 'LGBT', 'Indie', 'Crime Fiction', 'Escape Film', 'Biopic [feature]', 'Drama', 'Biographical film', 'Prison', 'Adventure']",tt0077928,7.5,89731.0,Brad Davis,Irene Miracle,1978,122775551.35772212
4459059,/m/0c3lr0,trial and error,1997-05-30,14598571.0,99.0,['English'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Slapstick', 'Comedy', 'Indie']",tt0120373,5.8,7901.0,Michael Richards,Jeff Daniels,1997,19799753.321715783
413207,/m/025cm9,taxi,1998-04-08,44500000.0,86.0,['French'],['France'],"['Crime Fiction', 'Buddy film', 'Comedy']",tt0152930,7.0,91148.0,Samy Naceri,Frédéric Diefenthal,1998,58997527.37414149
3681139,/m/09v460,necessary roughness,1991-09-27,26255594.0,108.0,['English'],['United States of America'],"['Sports', 'Comedy']",tt0102517,6.2,13380.0,Scott Bakula,Hector Elizondo,1991,42476732.23688429
2608958,/m/07rf_1,nothing to lose,1997-07-18,44480039.0,97.0,['English'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Buddy film', 'Comedy']",tt0119807,6.7,50107.0,Martin Lawrence,Tim Robbins,1997,60327397.79395515
2546429,/m/07m7j8,friday the 13th: the final chapter,1984-04-13,32980880.0,91.0,['English'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen']",tt0087298,6.0,61594.0,Erich Anderson,Judie Aronson,1984,72400479.69666168
6170621,/m/0ft_c9,herod's law,1999-11-09,52000.0,120.0,['Spanish'],['Mexico'],"['Political cinema', 'Political satire', 'Satire', 'Comedy', 'World cinema']",tt0221344,7.8,7279.0,Damián Alcázar,Pedro Armendáriz Jr.,1999,67522.94893649887
7235116,/m/0kv17w,someone to watch over me,1987-10-09,10278549.0,106.0,['English'],['United States of America'],"['Crime Fiction', 'Thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller', 'Romantic drama']",tt0094008,6.1,12109.0,Tom Berenger,Mimi Rogers,1987,19982169.457867496
5254729,/m/0db2z1,i could never be your woman,2007-05-11,9576495.0,97.0,['English'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy']",tt0466839,6.0,19747.0,Michelle Pfeiffer,Paul Rudd,2007,10448916.09209877
2051395,/m/06hp9q,the hallelujah trail,1965-06-23,4000000.0,159.0,['English'],['United States of America'],"['Action/Adventure', 'Western', 'Satire', 'Comedy', 'Comedy Western']",tt0059250,6.5,4554.0,Burt Lancaster,Lee Remick,1965,28105944.96859811
19168185,/m/04ldc1b,9 dead gay guys,2003-09-19,26377.0,83.0,['English'],['United Kingdom'],"['LGBT', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed', 'Black comedy']",tt0336910,6.2,1555.0,Glenn Mulhern,Brendan Mackey,2003,31397.00539916632
27504492,/m/0gkss5y,cyrano agency,2010-09-16,17917697.0,119.0,['Korean'],['South Korea'],"['Romantic comedy', 'Drama']",tt1786668,6.4,1526.0,Uhm Tae-woong,Lee Min-Jung,2010,18604966.103828993
856733,/m/03hq88,a shot in the dark,1964-06-23,12368234.0,103.0,"['English', 'Spanish']","['United States of America', 'United Kingdom']","['Parody', 'Family Film', 'Comedy', 'Slapstick']",tt0058586,7.3,31687.0,Peter Sellers,Elke Sommer,1964,87948088.75317426
76345,/m/0k47y,shaft,1971-06-25,12121618.0,98.0,"['English', 'American English']",['United States of America'],"['Crime Fiction', 'Thriller', 'Detective', 'Action/Adventure', 'Mystery', 'Blaxploitation', 'Drama', 'Suspense', 'Action']",tt0067741,6.6,21546.0,Richard Roundtree,Moses Gunn,1971,65184116.471969284
24021571,/m/07kbj2s,just wright,2010-05-14,21570263.0,101.0,['English'],['United States of America'],"['Romantic comedy', 'Sports', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",tt1407061,5.9,15912.0,Queen Latifah,Common,2010,22397633.577890992
1226289,/m/04k12v,bless the child,2000-08-11,40443010.0,107.0,['English'],"['United States of America', 'Germany']","['Thriller', 'Mystery', 'Horror', 'Supernatural']",tt0163983,5.1,15545.0,Kim Basinger,Jimmy Smits,2000,51285143.0864692
3475071,/m/09fgyt,the program,1993-09-24,23032565.0,112.0,"['German', 'English']",['United States of America'],"['Sports', 'Action', 'Drama']",tt0107889,6.5,11796.0,James Caan,Halle Berry,1993,34785037.68855154
7752732,/m/0kvgjd,the comebacks,2007-10-19,13539154.0,84.0,['English'],['United States of America'],"['Parody', 'Sports', 'Comedy']",tt0790804,4.3,12141.0,David Koechner,Robert Ri'chard,2007,14772574.319101447
2216254,/m/06wmyc,jefferson in paris,1995-03-31,2473668.0,134.0,['English'],"['France', 'United States of America', 'United Kingdom']","['Biography', 'Costume drama', 'Historical fiction', 'Period piece', 'Drama', 'Romantic drama', 'Romance Film', 'Political drama']",tt0113463,5.7,3238.0,Nick Nolte,Greta Scacchi,1995,3528265.3884760677
28530363,/m/0crs5bt,the way,2010-09-10,4430765.0,123.0,"['English', 'Spanish']","['United States of America', 'Spain']","['Drama', 'Adventure', 'Comedy']",tt1441912,7.3,36010.0,Martin Sheen,Emilio Estevez,2010,4600715.853104999
30548208,/m/0g9wdmc,the iron lady,2011-12-26,114943631.0,104.0,['English'],"['France', 'United Kingdom']","['Biography', 'Drama']",tt1007029,6.4,114402.0,Meryl Streep,Jim Broadbent,2011,117357447.25099999
1964091,/m/069dl1,next,2007-04-25,76066841.0,95.0,"['French', 'German', 'English']",['United States of America'],"['Thriller', 'Science Fiction', 'Action']",tt0435705,6.2,168552.0,Nicolas Cage,Julianne Moore,2007,82996549.25941259
22358819,/m/05szq8z,clash of the titans,2010-03-26,493214993.0,96.0,['English'],"['United States of America', 'United Kingdom']","['Adventure', 'Remake', 'Action/Adventure', 'Fantasy', 'Drama', 'Action']",tt0800320,5.8,295799.0,Sam Worthington,Liam Neeson,2010,512133240.48650086
3670013,/m/09thsq,harlow,1965-06-23,1000000.0,109.0,['English'],['United States of America'],"['Biographical film', 'Biography', 'Drama', 'Black-and-white']",tt0059252,5.6,1087.0,Carroll Baker,Red Buttons,1965,7026486.242149527
1033477,/m/040280,godsend,2004-04-30,30114487.0,102.0,['English'],"['United States of America', 'Canada']","['Thriller', 'Science Fiction', 'Horror', 'Sci-Fi Horror', 'Psychological thriller', 'Drama']",tt0335121,4.8,26741.0,Robert De Niro,Greg Kinnear,2004,35211985.93390116
817057,/m/03dwzc,outland,1981-05-22,17374595.0,109.0,['English'],['United Kingdom'],"['Thriller', 'Crime Fiction', 'Science Fiction', 'Adventure', 'Western', 'Space western', 'Hybrid Western']",tt0082869,6.6,33096.0,Sean Connery,Frances Sternhagen,1981,44732257.27553073
22224559,/m/07ykkx5,the last song,2010-03-31,89041656.0,107.0,['English'],['United States of America'],"['Coming of age', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Teen']",tt1294226,6.0,93531.0,Miley Cyrus,Liam Hemsworth,2010,92457026.79919198
8437284,/m/0273d78,cash,2007-08-03,9510000.0,145.0,"['Hindi', 'English']",['India'],"['Thriller', 'World cinema', 'Musical', 'Crime Thriller', 'Action', 'Bollywood']",tt0872190,3.4,2119.0,Ajay Devgn,Suniel Shetty,2007,10376363.38095089
4836072,/m/0cq7kw,my fair lady,1964-10-21,72000000.0,172.0,['English'],['United States of America'],"['Costume drama', 'Roadshow theatrical release', 'Musical', 'Drama', 'Comedy', 'Romance Film', 'Family Film']",tt0058385,7.7,103296.0,Audrey Hepburn,Rex Harrison,1964,511977893.54798317
2121431,/m/06nmwj,the house of yes,1997-10-10,626057.0,85.0,['English'],['United States of America'],"['Sex comedy', 'Indie', 'Cult', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy']",tt0119324,6.5,8944.0,Parker Posey,Josh Hamilton,1997,849108.7357340262
736262,/m/036z4q,the sure thing,1985-03-01,18135531.0,95.0,['English'],['United States of America'],"['Romantic comedy', 'Adventure', 'Road movie', 'Coming of age', 'Comedy', 'Drama', 'Romance Film', 'Teen']",tt0090103,7.0,22550.0,John Cusack,Daphne Zuniga,1985,38170264.72239213
5240350,/m/0d9j9b,big bad mama,1974-09-19,4000000.0,83.0,['English'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action', 'Comedy', 'Crime Thriller']",tt0071216,5.7,3203.0,Angie Dickinson,William Shatner,1974,18612972.871317133
32066330,/m/0gw_pc6,overheard 2,2011-08-18,159000000.0,121.0,"['Cantonese', 'Standard Cantonese']","['Hong Kong', 'China']","['Crime Fiction', 'Mystery', 'Action', 'Drama', 'Thriller']",tt1852904,6.7,1989.0,Louis Koo,Ching Wan Lau,2011,162338999.99999997
24292756,/m/07s83qp,eyes of a stranger,1981-02-11,1118634.0,84.0,['English'],['United States of America'],"['Thriller', 'Horror', 'Psychological thriller', 'Mystery', 'Crime Thriller', 'Slasher']",tt0082352,6.0,3311.0,Lauren Tewes,Jennifer Jason Leigh,1981,2880010.9519189396
5565338,/m/0dstt0,stroker ace,1983-07-01,13000000.0,94.0,['English'],['United States of America'],"['Action/Adventure', 'Screwball comedy', 'Action Comedy', 'Sports', 'Comedy', 'Action', 'Auto racing']",tt0086379,4.9,4391.0,Burt Reynolds,Ned Beatty,1983,29964832.58965291
6244632,/m/0fymw0,crossover,2006-09-01,7009668.0,95.0,['English'],['United States of America'],"['Sports', 'Coming of age', 'Action', 'Drama', 'Teen']",tt0473024,2.2,9490.0,Anthony Mackie,Wesley Jonathan,2006,7824160.271485088
1231856,/m/04kkxx,for love of the game,1999-09-17,46112640.0,137.0,['English'],['United States of America'],"['Sports', 'Romantic drama', 'Romance Film', 'Drama']",tt0126916,6.6,38221.0,Kevin Costner,Kelly Preston,1999,59878104.53936836
5080311,/m/0d1t91,the badlanders,1958-09-03,2105000.0,85.0,['English'],['United States of America'],"['Action/Adventure', 'Crime Fiction', 'Western', 'Action', 'Heist']",tt0051393,6.4,1746.0,Alan Ladd,Ernest Borgnine,1958,16334373.205849797
1157158,/m/04c13q,death to smoochy,2002-03-29,8382938.0,109.0,['English'],"['United States of America', 'United Kingdom', 'Germany']","['Parody', 'Black comedy', 'Satire', 'Comedy']",tt0266452,6.3,43155.0,Robin Williams,Edward Norton,2002,10118055.038174653
803276,/m/03d64c,gwendoline,1984-02-08,1337274.0,105.0,['French'],['France'],"['Thriller', 'World cinema', 'Action/Adventure', 'Erotic thriller', 'Drama', 'Film adaptation', 'Action', 'Sexploitation']",tt0087903,5.2,3441.0,Tawny Kitaen,Brent Huff,1984,2935618.427582088
3028248,/m/08ll9g,chances are,1989-03-10,16278590.0,108.0,['English'],['United States of America'],"['Romantic comedy', 'Fantasy', 'Comedy', 'Romance Film', 'Fantasy Comedy', 'Romantic fantasy', 'Religious Film']",tt0097044,6.5,14122.0,Cybill Shepherd,Robert Downey Jr.,1989,29007534.866052892
1774709,/m/05vx48,double trouble,1967-04-05,1600000.0,92.0,['English'],['United States of America'],"['Romantic comedy', 'Musical', 'Romance Film', 'Comedy']",tt0061595,5.1,1880.0,Elvis Presley,Annette Day,1967,10597379.10555853
3059075,/m/08ns88,brain donors,1992-04-17,918239.0,79.0,['English'],['United States of America'],"['Absurdism', 'Buddy film', 'Comedy', 'Slapstick']",tt0103872,6.9,4762.0,John Turturro,Bob Nelson,1992,1432538.2563091475
142274,/m/011xrr,the adventures of buckaroo banzai across the 8th dimension,1984-08-15,6227998.0,102.0,['English'],['United States of America'],"['Cult', 'Parody', 'Science Fiction', 'Adventure', 'Comedy']",tt0086856,6.2,30472.0,Peter Weller,John Lithgow,1984,13671862.08342074
23593226,/m/06zkdv4,teree sang: a kidult love story,2009-08-07,555670.0,132.0,"['Hindi', 'Punjabi language', 'English']",['India'],"['Romance Film', 'Drama']",tt1485072,6.4,680.0,Ruslaan Mumtaz,Sheena Shahabadi,2009,582753.6725318999
1472852,/m/0547w5,down and out in beverly hills,1986-01-31,91411255.0,103.0,['English'],['United States of America'],"['Black comedy', 'Comedy of manners', 'Remake', 'Comedy', 'Domestic Comedy']",tt0090966,6.2,20460.0,Nick Nolte,Bette Midler,1986,184995527.1376103
22680762,/m/05zm0gk,vincere,2009-05-20,5701481.0,125.0,"['Italian', 'German']","['France', 'Italy']","['Thriller', 'Biographical film', 'Melodrama', 'World cinema', 'Historical fiction', 'Political drama', 'Drama', 'Biopic [feature]', 'Romance Film', 'Historical Epic']",tt1156173,6.8,5962.0,Giovanna Mezzogiorno,Filippo Timi,2009,5979374.433784169
12180811,/m/02vt7xf,fire with fire,1986-05-09,4636000.0,104.0,['English'],['United States of America'],"['Crime Fiction', 'Melodrama', 'Drama', 'Romantic drama', 'Romance Film', 'Teen']",tt0091053,6.4,1953.0,Craig Sheffer,Virginia Madsen,1986,9382206.4231583
5566878,/m/0dsxdc,tortilla soup,2001-08-24,4574762.0,103.0,"['English', 'Spanish']",['United States of America'],"['Romantic comedy', 'Indie', 'Slice of life story', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",tt0255653,6.7,5372.0,Hector Elizondo,Jacqueline Obradors,2001,5654174.986312811
1480747,/m/054vql,house party 2,1991-10-23,19438638.0,94.0,['English'],['United States of America'],"['Cult', 'Coming of age', 'Comedy', 'Teen']",tt0102065,5.3,7205.0,Christopher Reid,Christopher Martin,1991,31448148.58790564
8219325,/m/026wlxw,get smart,2008-06-19,230685453.0,110.0,"['Russian', 'English']",['United States of America'],"['Romantic comedy', 'Parody', 'Action Comedy', 'Action/Adventure', 'Comedy', 'Action']",tt0425061,6.5,231142.0,Steve Carell,Anne Hathaway,2008,246041989.75891688
1238065,/m/04l3xj,baadasssss!,2004-05-28,365727.0,109.0,['English'],['United States of America'],"['Biography', 'Indie', 'Docudrama', 'Period piece', 'Drama', 'Biographical film']",tt0367790,7.3,5254.0,Mario Van Peebles,Nia Long,2004,427633.84877344477
20700559,/m/051xs93,miracle on 34th street,1994-11-18,46264384.0,114.0,['American'],['United States of America'],"['Drama', 'Family Film', 'Family Drama', 'Fantasy', 'Courtroom Drama']",tt0110527,6.6,44494.0,Richard Attenborough,Elizabeth Perkins,1994,67967898.49323228
5329751,/m/0dfy12,a far off place,1993-03-12,12890752.0,107.0,['English'],['United States of America'],"['Family Film', 'Family Drama', 'Drama', 'Adventure', 'Family-Oriented Adventure']",tt0106868,6.5,3863.0,Reese Witherspoon,Ethan Embry,1993,19468317.755915202
9641323,/m/02pmtrw,countdown,2004-12-09,4385278.0,104.0,"['English', 'Russian']",['Russia'],"['Crime Fiction', 'Action', 'Adventure']",tt0415940,5.2,647.0,Aleksey Makarov,Louise Lombard,2004,5127576.878604845
20629940,/m/051zpx6,not easily broken,2009-01-09,10708890.0,100.0,['English'],['United States of America'],"['Tragedy', 'Drama', 'Comedy', 'Film adaptation', 'Romantic drama', 'Romance Film']",tt0795438,6.1,3276.0,Morris Chestnut,Taraji P. Henson,2009,11230847.402667299
221489,/m/01gbd4,tie me up! tie me down!,1990-01-22,4087361.0,111.0,['Spanish'],['Spain'],"['Romantic comedy', 'Sex comedy', 'Erotica', 'World cinema', 'Drama', 'Comedy', 'Black comedy', 'Romance Film']",tt0101026,7.0,32667.0,Victoria Abril,Antonio Banderas,1990,6936617.31482271
2002258,/m/06d6ch,halloween 4: the return of michael myers,1988-10-21,17768757.0,92.0,['English'],['United States of America'],"['Cult', 'Horror', 'Slasher', 'Teen', 'Indie']",tt0095271,5.8,60709.0,Donald Pleasence,Ellie Cornell,1988,33087760.72885292
1481638,/m/054xvf,saturn 3,1980-02-15,9000000.0,95.0,['English'],"['United States of America', 'United Kingdom']","['Thriller', 'Science Fiction', 'Horror', 'Adventure']",tt0079285,5.1,10783.0,Farrah Fawcett,Kirk Douglas,1980,25581011.142399196
3158499,/m/08w51z,juice,1992-01-17,20146880.0,94.0,['English'],['United States of America'],"['Crime Fiction', 'Thriller', 'Horror', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",tt0104573,7.0,31129.0,Omar Epps,Tupac Shakur,1992,31431006.900457986
1853602,/m/0614yq,troll,1986-01-17,5450815.0,82.0,['English'],"['United States of America', 'Italy']","['Horror', 'Family Film', 'Fantasy', 'Adventure', 'Mystery']",tt0092115,4.6,12065.0,Michael Moriarty,Shelley Hack,1986,11031206.105359709
6635945,/m/0gfllp,the lords of discipline,1983-02-18,11787127.0,103.0,['English'],['United States of America'],"['Crime Fiction', 'Drama', 'Period piece', 'Social problem film', 'Film adaptation']",tt0085867,6.6,3024.0,David Keith,Robert Prosky,1983,27169175.943690598
6987479,/m/0g_1sj,school for scoundrels,2006-09-29,23947685.0,108.0,['English'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy']",tt0462519,5.9,31013.0,Billy Bob Thornton,Jon Heder,2006,26730299.57639069
2292864,/m/071fr7,jury duty,1995-04-12,17014653.0,88.0,['English'],['United States of America'],"['Comedy', 'Slapstick']",tt0113500,4.3,8921.0,Pauly Shore,Tia Carrere,1995,24268499.765057594
74868,/m/0jym0,the last picture show,1971-10-03,29133000.0,126.0,['English'],['United States of America'],"['Ensemble Film', 'Slice of life story', 'Americana', 'Black-and-white', 'Period piece', 'Coming of age', 'Film adaptation', 'Drama', 'New Hollywood']",tt0067328,8.0,53593.0,Timothy Bottoms,Jeff Bridges,1971,156662985.51710516
19972307,/m/04ydnkg,the sovereign's servant,2007-02-20,11900000.0,131.0,"['French', 'Polish', 'Russian', 'Swedish']",['Russia'],"['History', 'Action', 'Adventure', 'War film']",tt0476695,5.8,1484.0,Dmitriy Miller,Aleksandr Bukharov,2007,12984092.97931815
29019687,/m/0bv8qsf,carancho,2010-05-06,9961838.0,107.0,['Spanish'],"['France', 'Argentina', 'Chile', 'South Korea']","['Thriller', 'Crime Fiction', 'World cinema', 'Drama', 'Romance Film', 'Film noir']",tt1542852,6.8,8952.0,Ricardo Darín,Federico Silva,2010,10343944.220165998
21811775,/m/05p57kw,snowmen,2010-04-24,54800.0,86.0,['English'],['United States of America'],['Family Film'],tt1373406,6.0,762.0,Bobby Coleman,Bobb'e J. Thompson,2010,56901.96359999998
14291637,/m/03c_lhp,fool's gold,2008-02-07,111231041.0,112.0,['English'],['United States of America'],"['Romantic comedy', 'Adventure', 'Action/Adventure', 'Comedy', 'Romance Film', 'Action']",tt0770752,5.7,85924.0,Matthew McConaughey,Kate Hudson,2008,118635597.9308139
275547,/m/01p8m2,selena,1997-03-21,35450113.0,128.0,['English'],['United States of America'],"['Biographical film', 'Biography', 'Drama', 'Musical Drama', 'Biopic [feature]']",tt0120094,6.9,32323.0,Jennifer Lopez,Edward James Olmos,1997,48080287.62725816
28042876,/m/0cmf0m0,puss in boots,2011-10-27,554709226.0,90.0,['English'],['United States of America'],"['Comedy', 'Fantasy', 'Adventure', 'Animation']",tt0448694,6.6,197013.0,Antonio Banderas,Salma Hayek,2011,566358119.7459999
3176181,/m/08x7tc,quid pro quo,2008-06-13,11864.0,82.0,['English'],['United States of America'],"['Thriller', 'Romantic drama', 'Drama', 'Indie']",tt0414426,6.1,2623.0,Nick Stahl,Vera Farmiga,2008,12653.776510562155
163462,/m/015qtl,harry and tonto,1974-08-12,4600000.0,115.0,['English'],['United States of America'],"['Road movie', 'Americana', 'Comedy-drama', 'Drama', 'Comedy', 'New Hollywood']",tt0071598,7.3,6378.0,Art Carney,Ellen Burstyn,1974,21404918.8020147
12585204,/m/02wwtk_,just between friends,1986-03-21,6408791.0,110.0,['English'],['United States of America'],"['Romantic drama', 'Romance Film', 'Melodrama', 'Drama']",tt0091310,5.9,1069.0,Mary Tyler Moore,Ted Danson,1986,12969930.993287122
685721,/m/032wmz,teen wolf too,1987-11-20,7888703.0,95.0,['English'],['United States of America'],"['Cult', 'Parody', 'Comedy', 'Creature Film']",tt0094118,3.5,12694.0,Jason Bateman,Kim Darby,1987,15336153.006498065
43307,/m/0bw20,k-19: the widowmaker,2002-07-19,65716126.0,138.0,"['Russian', 'English']","['United States of America', 'Canada', 'United Kingdom', 'Germany']","['Thriller', 'Action Thrillers', 'History', 'Action/Adventure', 'Period piece', 'Drama', 'Suspense', 'War film', 'Action', 'Political drama']",tt0267626,6.7,68588.0,Harrison Ford,Sam Spruell,2002,79318179.34996301
366111,/m/01__75,shallow hal,2001-11-01,141069860.0,113.0,['English'],"['United States of America', 'Germany']","['Romantic comedy', 'Fantasy', 'Comedy', 'Drama', 'Romance Film', 'Fantasy Comedy', 'Comedy of Errors']",tt0256380,6.0,147520.0,Jack Black,Gwyneth Paltrow,2001,174355228.47629017
1249019,/m/04m0h6,killer klowns from outer space,1988-05-27,43625095.0,86.0,['English'],['United States of America'],"['Parody', 'Science Fiction', 'Horror', 'Sci-Fi Horror', 'Cult', 'Alien Film', 'Comedy', 'Horror Comedy']",tt0095444,6.2,48497.0,Grant Cramer,Suzanne Snyder,1988,81235660.1608924
8997652,/m/027stvn,the hunted,1995-02-24,6609661.0,110.0,"['Japanese', 'English']",['United States of America'],"['Action/Adventure', 'Thriller', 'Action', 'Martial Arts Film']",tt0113360,5.9,5821.0,Christopher Lambert,John Lone,1995,9427553.792934263
6449600,/m/0g5tf0,kenny,2006-08-17,7778177.0,93.0,['English'],"['Australia', 'New Zealand']","['Mockumentary', 'Comedy', 'World cinema', 'Indie']",tt0822389,7.2,7395.0,Shane Jacobson,Travis Golland,2006,8681966.602124248
4788925,/m/0cndck,bee season,2005-09-03,6856989.0,104.0,"['Hebrew', 'English']",['United States of America'],"['Drama', 'Family Drama', 'Coming of age', 'Film adaptation']",tt0387059,5.5,7290.0,Richard Gere,Juliette Binoche,2005,7845084.166426357
46505,/m/0ckt6,airplane!,1980-07-02,83453539.0,87.0,['English'],['United States of America'],"['Parody', 'Ensemble Film', 'Absurdism', 'Cult', 'Satire', 'Comedy', 'Disaster', 'Romance Film', 'Airplanes and airports']",tt0080339,7.7,267463.0,Robert Hays,Julie Hagerty,1980,237202879.0035162
770083,/m/03b19k,sweet dreams,1985-10-02,9085049.0,115.0,['English'],['United States of America'],"['Biography', 'Musical', 'Drama', 'Romantic drama', 'Biographical film', 'Romance Film']",tt0090110,7.0,5534.0,Jessica Lange,Ed Harris,1985,19121509.336887013
8850105,/m/027lz0c,because i said so,2007-02-02,69485490.0,98.0,"['Standard Mandarin', 'English']",['United States of America'],"['Romantic comedy', 'Romance Film', 'Drama', 'Domestic Comedy', 'Comedy']",tt0490084,5.6,40655.0,Diane Keaton,Mandy Moore,2007,75815635.53558668
2651593,/m/07vfy4,water,2005-09-08,10422387.0,114.0,"['Hindi', 'English']","['Canada', 'India']","['Romantic drama', 'Romance Film', 'Drama', 'Art film', 'World cinema']",tt0240200,7.7,15479.0,Lisa Ray,John Abraham,2005,11924257.604914911
24373655,/m/07s5kvr,"a woman, a gun and a noodle shop",2009-12-11,38000000.0,95.0,['Standard Mandarin'],"['Hong Kong', 'China']","['Thriller', 'Crime Fiction', 'World cinema', 'Drama', 'Comedy', 'Chinese Movies']",tt1428556,5.6,3505.0,Dahong Ni,Ni Yan,2009,39852141.66
2100492,/m/06m4p7,medicine man,1992-02-07,45500797.0,104.0,['English'],['United States of America'],"['Adventure', 'Jungle Film', 'Action/Adventure', 'Drama', 'Romantic drama', 'Romance Film']",tt0104839,6.0,25129.0,Sean Connery,Lorraine Bracco,1992,70985475.88923635
23734853,/m/06_vlp9,somewhere,2010-09-03,13936909.0,97.0,"['Italian', 'English']",['United States of America'],"['Drama', 'Black comedy', 'Comedy-drama', 'Comedy', 'Indie']",tt1421051,6.3,47286.0,Stephen Dorff,Elle Fanning,2010,14471487.018512996
113454,/m/0sxlb,prizzi's honor,1985-06-14,26657534.0,130.0,['English'],['United States of America'],"['Romantic comedy', 'Crime Fiction', 'Crime Comedy', 'Gangster Film', 'Action/Adventure', 'Drama', 'Comedy', 'Film adaptation', 'Black comedy', 'Romance Film', 'Action']",tt0089841,6.7,27038.0,Jack Nicholson,Kathleen Turner,1985,56106718.33243641
5955514,/m/0fghvz,fled,1996-07-19,17193231.0,98.0,['English'],['United States of America'],"['Thriller', 'Crime Fiction', 'Buddy film', 'Chase Movie', 'Action/Adventure', 'Comedy', 'Action Thrillers', 'Action']",tt0116320,5.4,9991.0,Laurence Fishburne,Stephen Baldwin,1996,23878491.544532374
3727473,/m/09xld5,man on fire,1987-09-04,519596.0,92.0,"['French', 'Italian', 'English']","['France', 'Italy']","['Thriller', 'Action', 'Drama', 'Indie']",tt0093489,5.8,3167.0,Scott Glenn,Jade Malle,1987,1010128.5037051552
