wikipedia_movie_id,freebase_movie_id,movie_release_date,character_name,actor_dob,actor_gender,actor_height,actor_name,actor_age_at_release,character_actor_map_id,character_id,actor_id,actor_ethnicity_label
1231856,/m/04kkxx,1999-09-17 00:00:00,Billy Chapel,1955-01-18 00:00:00,M,1.85,Kevin Costner,44.0,/m/02vc0xr,/m/02pzg4d,/m/0127m7,English Americans
7668793,/m/0kvds4,1987-11-13 00:00:00,Ben Richards,1947-07-30 00:00:00,M,1.88,Arnold Schwarzenegger,40.0,/m/02t9_c1,/m/0gx3w8h,/m/0tc7,Austrians
7668793,/m/0kvds4,1987-11-13 00:00:00,Amber Mendez,1957-06-29 00:00:00,F,1.69,Maria Conchita Alonso,30.0,/m/02vd6fv,/m/0h5k9st,/m/01r1dcn,Hispanic and Latino Americans
3028248,/m/08ll9g,1989-03-10 00:00:00,Alex Finch,1965-04-04 00:00:00,M,1.75,Robert Downey Jr.,23.0,/m/040r016,/m/0gxtthr,/m/016z2j,Jewish people
142274,/m/011xrr,1984-08-15 00:00:00,Lord John Whorfin,1945-10-19 00:00:00,M,1.93,John Lithgow,38.0,/m/0k48d0,/m/0h2t1v1,/m/01yk13,Scottish Americans
142274,/m/011xrr,1984-08-15 00:00:00,Dr. Emilio Lizardo,1945-10-19 00:00:00,M,1.93,John Lithgow,38.0,/m/0h2t1s_,/m/0h2t1t2,/m/01yk13,Scottish Americans
8219325,/m/026wlxw,2008-06-19 00:00:00,Maxwell Smart,1962-08-16 00:00:00,M,1.75,Steve Carell,45.0,/m/02vctp8,/m/02p1ngs,/m/04t2l2,White people
8219325,/m/026wlxw,2008-06-19 00:00:00,Agent 99,1982-11-12 00:00:00,F,1.73,Anne Hathaway,25.0,/m/02vbhqb,/m/0cpny2g,/m/02vntj,White people
20629940,/m/051zpx6,2009-01-09 00:00:00,Clarice Clark,1970-09-11 00:00:00,F,1.65,Taraji P. Henson,38.0,/m/059t745,/m/0h28kfm,/m/0blbxk,African Americans
20629940,/m/051zpx6,2009-01-09 00:00:00,Dave Johnson,1969-01-01 00:00:00,M,1.83,Morris Chestnut,40.0,/m/059t74z,/m/0h2zg1y,/m/0hqyy,African Americans
1853602,/m/0614yq,1986-01-17 00:00:00,Harry Potter Sr.,1941-04-05 00:00:00,M,1.93,Michael Moriarty,44.0,/m/02vc843,/m/0h5tvtl,/m/03pp73,Irish Americans
5209312,/m/0d7z7_,1997-11-14 00:00:00,Max Carlyle,1962-07-31 00:00:00,M,1.753,Wesley Snipes,35.0,/m/0k1kq0,/m/0gyhhdq,/m/02lymt,African Americans
5209312,/m/0d7z7_,1997-11-14 00:00:00,Karen,1961-01-24 00:00:00,F,1.69,Nastassja Kinski,36.0,/m/0k1kq5,/m/0h2r59f,/m/05hdf,German Americans
571383,/m/02r71n,1977-06-17 00:00:00,Regan MacNeil,1959-01-22 00:00:00,F,1.52,Linda Blair,18.0,/m/0jx_1t,/m/0721tq,/m/020xv2,Scottish Americans
571383,/m/02r71n,1977-06-17 00:00:00,Philip Lamont,1925-11-10 00:00:00,M,1.78,Richard Burton,51.0,/m/0jx_1z,/m/0h29941,/m/0cg9f,Welsh people
163462,/m/015qtl,1974-08-12 00:00:00,Harry,1918-11-04 00:00:00,M,1.77,Art Carney,55.0,/m/0jz680,/m/02nwfvs,/m/015qt5,Irish Americans
163462,/m/015qtl,1974-08-12 00:00:00,Shirley Mallard,1932-12-07 00:00:00,F,1.7,Ellen Burstyn,41.0,/m/03l65n_,/m/0h5jbng,/m/019f2f,Irish Americans
12585204,/m/02wwtk_,1986-03-21 00:00:00,Holly Davis,1936-12-29 00:00:00,F,1.702,Mary Tyler Moore,49.0,/m/03l1hhy,/m/05n7jhz,/m/057hz,Irish Americans
2411131,/m/07b64x,1990-08-24 00:00:00,Carl Taylor,1965-09-03 00:00:00,M,1.75,Charlie Sheen,24.0,/m/0k0lkf,/m/04fz063,/m/01pllx,Spanish Americans
2411131,/m/07b64x,1990-08-24 00:00:00,James St. James,1962-05-12 00:00:00,M,1.638,Emilio Estevez,28.0,/m/0k0lkl,/m/0gyhwp3,/m/01z7s_,Spanish Americans
3894411,/m/0b5kwp,2006-09-09 00:00:00,Max Skinner,1964-04-07 00:00:00,M,1.8,Russell Crowe,42.0,/m/0jsrnq,/m/0gbwjhz,/m/06dv3,Māori
3894411,/m/0b5kwp,2006-09-09 00:00:00,Christie Roberts,1982-08-07 00:00:00,F,1.73,Abbie Cornish,24.0,/m/0jsrp5,/m/0gbwjjq,/m/07jznv,Australians
770083,/m/03b19k,1985-10-02 00:00:00,Patsy Cline,1949-04-20 00:00:00,F,1.71,Jessica Lange,36.0,/m/02vbn8h,/m/05lxyxc,/m/0hsn_,White Americans
2100492,/m/06m4p7,1992-02-07 00:00:00,Dr. Robert Campbell,1930-08-25 00:00:00,M,1.89,Sean Connery,61.0,/m/02vbhtj,/m/0b15xb_,/m/06mr6,Scottish people
2100492,/m/06m4p7,1992-02-07 00:00:00,Dr. Rae Crane,1954-10-02 00:00:00,F,1.702,Lorraine Bracco,37.0,/m/02tb2n_,/m/0b15xc7,/m/02lf70,Italian Americans
190405,/m/01b15b,1956-12-13 00:00:00,Anastasia,1915-08-29 00:00:00,F,1.75,Ingrid Bergman,41.0,/m/0jthtc,/m/02nwb7n,/m/0bdt8,Swedish Americans
190405,/m/01b15b,1956-12-13 00:00:00,General Sergei Pavlovich Bounine,1920-07-11 00:00:00,M,1.73,Yul Brynner,36.0,/m/0jthtj,/m/0h1sj8k,/m/0gqrb,Jewish people
190405,/m/01b15b,1956-12-13 00:00:00,Anna Koreff,1915-08-29 00:00:00,F,1.75,Ingrid Bergman,41.0,/m/06zffx4,/m/06zcv24,/m/0bdt8,Swedish Americans
186856,/m/019k65,1976-06-25 00:00:00,Robert Thorn,1916-04-05 00:00:00,M,1.905,Gregory Peck,60.0,/m/02vdcbs,/m/05h9v7w,/m/0k9j_,Scottish Americans
3388805,/m/099058,1987-10-23 00:00:00,Ted Varrick,1965-09-03 00:00:00,M,1.75,Charlie Sheen,22.0,/m/02vcm_h,/m/04fy_4g,/m/01pllx,Spanish Americans
365039,/m/01_wsl,1998-06-12 00:00:00,Quinn Harris,1942-07-13 00:00:00,M,1.85,Harrison Ford,55.0,/m/0bpgfhf,/m/0bpgffn,/m/0c0k1,German Americans
28763446,/m/0ddg_bs,2011-07-27 00:00:00,Cataleya Restrepo,1978-06-19 00:00:00,F,1.7,Zoe Saldana,33.0,/m/0gm2lfw,/m/0gvmcfg,/m/05qg6g,Dominican Americans
28763446,/m/0ddg_bs,2011-07-27 00:00:00,Danny Delanay,1968-11-27 00:00:00,M,1.83,Michael Vartan,42.0,/m/0gm1lx4,/m/0h2shbr,/m/01_xsz,Jewish people
11448113,/m/06x8g2,2002-11-22 00:00:00,Craig,1969-06-15 00:00:00,M,1.727,Ice Cube,33.0,/m/0jyh2_,/m/0f00st,/m/01vw26l,African Americans
11448113,/m/06x8g2,2002-11-22 00:00:00,Day-Day,1970-11-18 00:00:00,M,1.87,Mike Epps,32.0,/m/0jyh34,/m/0f0p22,/m/06l9n8,African Americans
11448113,/m/06x8g2,2002-11-22 00:00:00,Old Man with Shotgun,1970-11-18 00:00:00,M,1.87,Mike Epps,32.0,/m/0h18lh4,/m/0h18lh7,/m/06l9n8,African Americans
31972917,/m/0gvrx5s,2011-09-09 00:00:00,Niles,1980-10-25 00:00:00,M,1.905,Mehcad Brooks,30.0,/m/0gw16k1,/m/0h37tsd,/m/06b0d2,African Americans
90039,/m/0mdlf,1996-03-22 00:00:00,Nancy Coplin,1968-04-08 00:00:00,F,1.562,Patricia Arquette,27.0,/m/02vck7v,/m/0h282xd,/m/023tp8,French Americans
90039,/m/0mdlf,1996-03-22 00:00:00,Mel,1965-11-30 00:00:00,M,1.73,Ben Stiller,30.0,/m/04drzxz,/m/04drzy1,/m/0mdqp,Jewish people
971217,/m/03vhs5,2004-02-27 00:00:00,John Mills,1948-12-21 00:00:00,M,1.89,Samuel L. Jackson,55.0,/m/0k7fl6,/m/0gy9d5s,/m/0f5xn,African Americans
441280,/m/028xm3,2000-12-08 00:00:00,Profion,1948-09-19 00:00:00,M,1.85,Jeremy Irons,52.0,/m/02vbp9s,/m/0g_6rxf,/m/016ywr,English people
20479465,/m/04z_5x2,2008-11-28 00:00:00,Lovinder 'Lucky' Singh,1976-03-15 00:00:00,M,1.85,Abhay Deol,32.0,/m/052htht,/m/0h716rd,/m/026ksyr,Punjabis
5254729,/m/0db2z1,2007-05-11 00:00:00,Rosie,1958-04-29 00:00:00,F,1.71,Michelle Pfeiffer,49.0,/m/0jzq2q,/m/0gykc1h,/m/0gx_p,Swedish Americans
5254729,/m/0db2z1,2007-05-11 00:00:00,Adam,1969-04-06 00:00:00,M,1.78,Paul Rudd,38.0,/m/0jzq2w,/m/0gz61j7,/m/032w8h,Jewish people
26514248,/m/0bh8g44,1988-03-04 00:00:00,Emily,1957-07-09 00:00:00,F,1.78,Kelly McGillis,30.0,/m/04j2m42,/m/05v5wpb,/m/01r2q_,White Americans
492200,/m/02gz9t,1981-07-01 00:00:00,Sally Miles,1935-10-01 00:00:00,F,1.73,Julie Andrews,45.0,/m/0k2rwc,/m/0h07ttj,/m/0kftt,English people
1356982,/m/04wdfw,1995-12-15 00:00:00,Linus Larrabee,1942-07-13 00:00:00,M,1.85,Harrison Ford,53.0,/m/01x3dtf,/m/02nwlqm,/m/0c0k1,German Americans
1356982,/m/04wdfw,1995-12-15 00:00:00,Sabrina,1965-01-04 00:00:00,F,1.71,Julia Ormond,30.0,/m/01x3dt4,/m/02nw8ny,/m/0509bl,English people
1073955,/m/043ncp,1997-09-26 00:00:00,Maxine Chadway,1964-07-30 00:00:00,F,1.7,Vivica A. Fox,33.0,/m/02vby3m,/m/03ckg7d,/m/02ts3h,Native Americans in the United States
4143719,/m/0blfnd,1994-02-04 00:00:00,Matt Hobbs,1941-02-08 00:00:00,M,1.85,Nick Nolte,52.0,/m/0jzrp2,/m/05nd8nn,/m/0lkr7,Irish people
4143719,/m/0blfnd,1994-02-04 00:00:00,Burke Adler,1947-07-22 00:00:00,M,1.78,Albert Brooks,46.0,/m/0jzrpd,/m/0h2qp2l,/m/013cr,Jewish people
4003996,/m/0bc1vg,1977-11-04 00:00:00,Jack Dunne,1945-10-30 00:00:00,M,1.68,Henry Winkler,32.0,/m/02vbvpm,/m/0h1533m,/m/024jwt,Jewish people
9822793,/m/02pt7wb,1974-07-24 00:00:00,Paul Kersey,1921-11-03 00:00:00,M,1.74,Charles Bronson,52.0,/m/0jx3gm,/m/0h5t89w,/m/01dkpb,Lithuanian Americans
1094719,/m/045j3w,2004-10-22 00:00:00,Karen,1977-04-14 00:00:00,F,1.63,Sarah Michelle Gellar,27.0,/m/0k58_s,/m/0gxb9bz,/m/06w6_,Jewish people
897540,/m/03mvtj,2002-08-23 00:00:00,Viktor Taransky,1940-04-25 00:00:00,M,1.7,Al Pacino,62.0,/m/02vbzpd,/m/0bnfj1y,/m/0bj9k,Italian Americans
897540,/m/03mvtj,2002-08-23 00:00:00,Elaine Christian,1959-03-23 00:00:00,F,1.73,Catherine Keener,43.0,/m/02vcjjl,/m/0bnfj0t,/m/04bdxl,Irish people
887457,/m/03lx3k,2002-03-01 00:00:00,Matt Sullivan,1978-07-21 00:00:00,M,1.91,Josh Hartnett,23.0,/m/0jsjzm,/m/0gl70h7,/m/01kgv4,Swedes
887457,/m/03lx3k,2002-03-01 00:00:00,Erica Sutton,1978-10-03 00:00:00,F,1.715,Shannyn Sossamon,23.0,/m/02vd73d,/m/0gl70gr,/m/036cd0,German Americans
2695729,/m/07yhfx,1996-02-10 00:00:00,Insp. Chan Ka Kui,1954-04-07 00:00:00,M,1.74,Jackie Chan,41.0,/m/02vchj7,/m/0cgzs74,/m/012d40,Hongkongers
8055976,/m/026pzbg,1995-01-27 00:00:00,Gwyn Marcus,1965-03-25 00:00:00,F,1.6,Sarah Jessica Parker,29.0,/m/02vd3t5,/m/04fgx_r,/m/0m66w,Jewish people
30865203,/m/088hlm,1991-10-04 00:00:00,Jack Cabe,1954-02-18 00:00:00,M,1.83,John Travolta,37.0,/m/01z0n76,/m/0gxw7jv,/m/0f502,Italian Americans
27693775,/m/0c3_662,2011-01-13 00:00:00,Ronny Valentine,1970-03-28 00:00:00,M,1.96,Vince Vaughn,40.0,/m/0c5ngty,/m/0g4g349,/m/0315q3,Canadian Americans
1803595,/m/05y808,1980-03-28 00:00:00,John Russell,1927-10-18 00:00:00,M,1.85,George C. Scott,52.0,/m/0k4ppf,/m/0h5r6r2,/m/0l786,White people
1129583,/m/048tv9,2004-12-08 00:00:00,Blade,1962-07-31 00:00:00,M,1.753,Wesley Snipes,42.0,/m/0jvhd9,/m/02jfzz,/m/02lymt,African Americans
1129583,/m/048tv9,2004-12-08 00:00:00,Abraham Whistler,1936-06-22 00:00:00,M,1.79,Kris Kristofferson,68.0,/m/0jvhdg,/m/09hx4l,/m/016h4r,Swedish Americans
1766226,/m/05v6d_,1991-08-02 00:00:00,Lilli Hargrave,1975-12-17 00:00:00,F,1.74,Milla Jovovich,15.0,/m/0k2hs8,/m/0gx9b1s,/m/0151ns,Serbian Americans
2825783,/m/085480,1999-10-01 00:00:00,John Biebe,1964-04-07 00:00:00,M,1.8,Russell Crowe,35.0,/m/02vb_k1,/m/0gxs_94,/m/06dv3,Māori
945305,/m/03s6l2,2002-12-31 00:00:00,Penny,1975-02-22 00:00:00,F,1.63,Drew Barrymore,27.0,/m/0jwmqx,/m/0c1n9mw,/m/026c1,Irish Americans
8843403,/m/027lqr4,2007-12-21 00:00:00,Ram Shankar Nikumbh,1965-03-14 00:00:00,M,1.68,Aamir Khan,42.0,/m/0dj2mw1,/m/0dj2mvy,/m/015npr,Afghans in India
1681132,/m/05my53,1989-11-17 00:00:00,Sugar Ray,1940-12-01 00:00:00,M,1.78,Richard Pryor,48.0,/m/0jz5tn,/m/0h0xcnd,/m/01hmk9,African Americans
3628560,/m/09qycb,1970-06-24 00:00:00,Yossarian,1934-03-26 00:00:00,M,1.75,Alan Arkin,36.0,/m/0jw5sq,/m/01rj9d,/m/015grj,Jewish people
3628560,/m/09qycb,1970-06-24 00:00:00,Colonel Cathcart,1919-11-04 00:00:00,M,1.7,Martin Balsam,50.0,/m/0jw5sw,/m/03m2kn,/m/034q3l,Jewish people
1230920,/m/04khjx,1977-06-21 00:00:00,Jimmy Doyle,1943-08-17 00:00:00,M,1.77,Robert De Niro,33.0,/m/0k16xs,/m/0gxsdf1,/m/06cgy,Italian Americans
19583175,/m/04n3lf7,2009-02-27 00:00:00,Grandpa Joe,1926-06-01 00:00:00,M,1.83,Andy Griffith,82.0,/m/04q3_nr,/m/0h2808p,/m/01m4kpp,White Americans
1599839,/m/05fmsx,2004-12-29 00:00:00,Dan Foreman,1954-04-09 00:00:00,M,1.83,Dennis Quaid,50.0,/m/0jzvlx,/m/02nwghk,/m/01tnxc,Cajun
27754718,/m/0cc5qkt,2011-12-25 00:00:00,Rose Narracott,1967-01-14 00:00:00,F,1.73,Emily Watson,44.0,/m/0gb111h,/m/0gw7qt9,/m/02l4pj,English people
7133211,/m/0h5xd2,2006-10-27 00:00:00,Patrick Chamusso,1974-04-24 00:00:00,M,1.778,Derek Luke,32.0,/m/02tbhyc,/m/0bqzg5p,/m/03mzfd,African Americans
10206962,/m/02q56mk,2000-02-22 00:00:00,Prof. Grady Tripp,1944-09-25 00:00:00,M,1.78,Michael Douglas,55.0,/m/02vc9z7,/m/0bhp3nh,/m/0kjgl,Scotch-Irish Americans
10206962,/m/02q56mk,2000-02-22 00:00:00,James Leer,1975-06-27 00:00:00,M,1.73,Tobey Maguire,24.0,/m/02vb_4w,/m/0bhp3rf,/m/015pkc,Scottish Americans
2623071,/m/07sgdw,1991-04-26 00:00:00,Angelo 'Snaps' Provolone,1946-07-06 00:00:00,M,1.77,Sylvester Stallone,44.0,/m/02vc4hd,/m/0gxnkj0,/m/0gn30,Italian Americans
18472115,/m/04f3j1r,2009-10-16 00:00:00,Russell Redds,1969-06-15 00:00:00,M,1.727,Ice Cube,40.0,/m/04ls69l,/m/08d9dqp,/m/01vw26l,African Americans
18472115,/m/04f3j1r,2009-10-16 00:00:00,Jellyroll,1970-11-18 00:00:00,M,1.87,Mike Epps,38.0,/m/04ls69r,/m/08d9dp_,/m/06l9n8,African Americans
833502,/m/03flsn,1990-07-18 00:00:00,Frank White,1943-03-31 00:00:00,M,1.83,Christopher Walken,47.0,/m/0j_hlh,/m/0cc2jd,/m/016fjj,German Americans
9653770,/m/02pn80f,1952-07-11 00:00:00,Annabel Jones Norris,1926-06-01 00:00:00,F,1.66,Marilyn Monroe,26.0,/m/02vc_x6,/m/0gxt00s,/m/04wqr,Norwegian Americans
961777,/m/03tp5h,1990-12-14 00:00:00,Lou Landsky,1942-10-26 00:00:00,M,1.68,Bob Hoskins,48.0,/m/02vcnzx,/m/0g_v3f1,/m/015vq_,Romanichal
3422774,/m/09bpft,1997-08-29 00:00:00,Emily,1976-10-04 00:00:00,F,1.65,Alicia Silverstone,20.0,/m/0jxzn5,/m/0gyd1lc,/m/0j5q3,Jewish people
1267713,/m/04nnpw,2001-08-02 00:00:00,Charles Stewart,1964-02-16 00:00:00,M,1.83,Christopher Eccleston,37.0,/m/0k61dt,/m/0gfrhyb,/m/02cbs0,English people
1267713,/m/04nnpw,2001-08-02 00:00:00,Grace Stewart,1967-06-20 00:00:00,F,1.791,Nicole Kidman,34.0,/m/0k61dn,/m/04dsqlx,/m/05dbf,Irish people
2037842,/m/06gvgh,1991-08-23 00:00:00,Harley Davidson,1952-09-16 00:00:00,M,1.8,Mickey Rourke,38.0,/m/0jz5wc,/m/0gyb18k,/m/02m501,Irish Americans
1024792,/m/03_95w,1992-07-04 00:00:00,"Insp. Jessica Yang, Director of INTERPOL",1963-08-06 00:00:00,F,1.63,Michelle Yeoh,28.0,/m/02vcmdy,/m/0h2kktw,/m/012ykt,Malaysian Chinese
2439396,/m/07d3fs,2006-06-16 00:00:00,Nacho,1969-08-28 00:00:00,M,1.68,Jack Black,36.0,/m/0k12x5,/m/02_8jg5,/m/01vsn38,Scottish Americans
34748638,/m/0j3d9tn,2012-05-17 00:00:00,Stéphanie,1975-09-30 00:00:00,F,1.69,Marion Cotillard,36.0,/m/0jx7qwr,/m/0jzl8h4,/m/07lt7b,French
29266711,/m/0drw46h,2011-05-06 00:00:00,Sabrina Watson,1975-12-05 00:00:00,F,1.63,Paula Patton,35.0,/m/0gkfh5v,/m/0gkfh4m,/m/0ghsvt,African Americans
29266711,/m/0drw46h,2011-05-06 00:00:00,Jason Taylor,1974-03-25 00:00:00,M,1.83,Laz Alonso,37.0,/m/0h60lmf,/m/0h60lmj,/m/05_44t,Black people
29266711,/m/0drw46h,2011-05-06 00:00:00,Jason Taylor,1974-03-25 00:00:00,M,1.83,Laz Alonso,37.0,/m/0dlfsx3,/m/0h37hdk,/m/05_44t,Black people
16102322,/m/03qp64n,2000-01-21 00:00:00,Pete Thompson,1967-07-22 00:00:00,M,1.88,Rhys Ifans,32.0,/m/04dfv4w,/m/0h2cytq,/m/03m6pk,Welsh people
16102322,/m/03qp64n,2000-01-21 00:00:00,Sean Deeny,1970-05-27 00:00:00,M,1.83,Joseph Fiennes,29.0,/m/04dfv41,/m/0h1_pc1,/m/0m31m,English people
16102322,/m/03qp64n,2000-01-21 00:00:00,Pete Thompson,1967-07-22 00:00:00,M,1.88,Rhys Ifans,32.0,/m/0h2cyyz,/m/0h2cyz0,/m/03m6pk,Welsh people
3096374,/m/08r4vr,1978-06-30 00:00:00,Marvin Lazar,1925-06-03 00:00:00,M,1.75,Tony Curtis,53.0,/m/04hv8qz,/m/0h2vq9h,/m/0hwqg,Hungarian Americans
3077127,/m/08pv67,2006-05-26 00:00:00,Zooni Ali Baig,1974-08-05 00:00:00,F,1.57,Kajol,31.0,/m/0dbxqst,/m/0dbxqsk,/m/0241wg,Bengali
3077127,/m/08pv67,2006-05-26 00:00:00,Rehan,1965-03-14 00:00:00,M,1.68,Aamir Khan,41.0,/m/0jy1s5,/m/0gxp8hb,/m/015npr,Afghans in India
164365,/m/015wf0,1979-03-16 00:00:00,Kimberly Wells,1937-12-21 00:00:00,F,1.73,Jane Fonda,41.0,/m/0k4q0d,/m/02nwnk6,/m/0h1mt,Germans
29434234,/m/0dsfd0l,2010-08-04 00:00:00,Tae-Sik Cha,1977-11-10 00:00:00,M,1.78,Won Bin,32.0,/m/0dlbscz,/m/0dlbsd1,/m/0528wm,Koreans
129368,/m/0yx_w,1988-12-12 00:00:00,Charlie Babbitt,1962-07-03 00:00:00,M,1.7,Tom Cruise,26.0,/m/0k297v,/m/04jt3jn,/m/07r1h,White people
129368,/m/0yx_w,1988-12-12 00:00:00,Raymond Babbitt,1937-08-08 00:00:00,M,1.66,Dustin Hoffman,51.0,/m/0k297p,/m/02nwl5_,/m/0bl2g,Jewish people
2018921,/m/06fhhh,1996-09-20 00:00:00,Brenda Cushman,1945-12-01 00:00:00,F,1.55,Bette Midler,50.0,/m/0k52l2,/m/0c0m12r,/m/01dw9z,American Jews
2018921,/m/06fhhh,1996-09-20 00:00:00,Elise Elliot,1945-11-21 00:00:00,F,1.68,Goldie Hawn,50.0,/m/0k52l7,/m/0c0m137,/m/0cwtm,Hungarian Americans
1412408,/m/04_g15,1977-02-25 00:00:00,Reggie 'Reg' Dunlop,1925-01-26 00:00:00,M,1.77,Paul Newman,52.0,/m/0k3cnf,/m/0gy759z,/m/0d6d2,Slovak Americans
171559,/m/0170yd,1998-02-12 00:00:00,Wade Whitehouse,1941-02-08 00:00:00,M,1.85,Nick Nolte,57.0,/m/0jt1yv,/m/02nw9wd,/m/0lkr7,Irish people
171559,/m/0170yd,1998-02-12 00:00:00,Margie Fogg,1949-12-25 00:00:00,F,1.57,Sissy Spacek,48.0,/m/0jt1y_,/m/0gf96bw,/m/0h1nt,Czech Americans
4228739,/m/0br30k,1998-04-10 00:00:00,Sam 'Sammy' Kamin,1948-03-14 00:00:00,M,1.7,Billy Crystal,50.0,/m/03lhvfp,/m/0b__3bj,/m/01h1b,Jewish people
5807082,/m/0f61tk,1991-06-21 00:00:00,Jenny,1970-12-12 00:00:00,F,1.69,Jennifer Connelly,20.0,/m/0k69yy,/m/02nwqd9,/m/0fgg4,Jewish people
4038581,/m/0bdxf1,1986-12-19 00:00:00,Eddie Jillette,1949-08-31 00:00:00,M,1.8,Richard Gere,37.0,/m/02vcvpf,/m/0gy8w4b,/m/01438g,Irish Americans
1841530,/m/0604zn,1984-06-29 00:00:00,Rick Gassko,1956-07-09 00:00:00,M,1.83,Tom Hanks,27.0,/m/0jtxnq,/m/0gx4350,/m/0bxtg,Portuguese Americans
12191026,/m/02vv25r,1991-08-16 00:00:00,Tom McHugh,1970-11-06 00:00:00,M,1.79,Ethan Hawke,20.0,/m/03l0f7h,/m/0h28ntx,/m/015v3r,White Americans
667194,/m/0316hv,1980-02-08 00:00:00,Julian,1949-08-31 00:00:00,M,1.8,Richard Gere,30.0,/m/0jtdc_,/m/0gy8tsn,/m/01438g,Irish Americans
210224,/m/01dvps,1963-12-25 00:00:00,Angie Rossini,1938-07-20 00:00:00,F,1.52,Natalie Wood,25.0,/m/02vcpmf,/m/0h134mt,/m/0k8y7,Russians
779536,/m/03bq6g,1989-10-20 00:00:00,Leslie Groves,1925-01-26 00:00:00,M,1.77,Paul Newman,64.0,/m/02vbqnm,/m/0fq7ldj,/m/0d6d2,Slovak Americans
394792,/m/0234j5,1997-12-25 00:00:00,Jackie Brown,1949-05-26 00:00:00,F,1.727,Pam Grier,48.0,/m/0j_2bm,/m/0ch7wfr,/m/0418ft,African Americans
394792,/m/0234j5,1997-12-25 00:00:00,Ordell Robbie,1948-12-21 00:00:00,M,1.89,Samuel L. Jackson,49.0,/m/0j_2bs,/m/0ch7wcs,/m/0f5xn,African Americans
1848081,/m/060r16,1996-07-04 00:00:00,Ishmael Boorg,1950-10-01 00:00:00,M,1.943,Randy Quaid,45.0,/m/0j_j0l,/m/04nymz7,/m/01w23w,Cajun
